observation_id,common_name,scientific_name,family,genus,observed_length_(m),observed_weight_(kg),age_class,sex,date_of_observation,country/region,habitat_type,conservation_status,observer_name,notes
650,freshwater crocodile (johnstone's),crocodylus johnstoni,crocodylidae,crocodylus,0.8,24.0,juvenile,unknown,10-08-2019,australia,billabongs,least concern,heather snyder,really including soldier four soon president early industry.
651,cuban crocodile,crocodylus rhombifer,crocodylidae,crocodylus,2.42,107.5,subadult,male,24-07-2016,cuba,swamps,critically endangered,joseph patel phd,base resource money since specific despite beautiful gun.
652,west african crocodile,crocodylus suchus,crocodylidae,crocodylus,1.74,63.9,juvenile,unknown,09-10-2019,mali,lakes,least concern,samuel cox,whatever tv arrive glass support term standard far century table will tree drug still.
653,siamese crocodile,crocodylus siamensis,crocodylidae,crocodylus,1.49,55.6,juvenile,female,21-02-2011,cambodia,oxbow lakes,critically endangered,chad hayden,help ago who he reduce production.
654,west african crocodile,crocodylus suchus,crocodylidae,crocodylus,1.97,77.9,juvenile,male,03-02-2014,senegal,rivers,least concern,ryan harrell,chair center each actually store indicate she.
655,congo dwarf crocodile,osteolaemus osborni,crocodylidae,osteolaemus,1.52,29.1,adult,unknown,14-10-2007,congo (drc),forest swamps,data deficient,charles rose,like reveal know population actually born art.
656,orinoco crocodile,crocodylus intermedius,crocodylidae,crocodylus,2.68,202.8,adult,male,13-08-2017,colombia,large rivers,critically endangered,lindsey thompson,action strategy quite then never.
657,morelet's crocodile,crocodylus moreletii,crocodylidae,crocodylus,0.26,34.1,hatchling,unknown,16-04-2025,belize,lagoons,least concern,tamara shaw,interest church win miss within by deep people despite contain second nice.
658,west african slender-snouted crocodile,mecistops cataphractus,crocodylidae,mecistops,2.53,140.1,adult,unknown,16-09-2009,nigeria,shaded forest rivers,critically endangered,rose mcdonald,present if herself area he interest.
659,mugger crocodile (marsh crocodile),crocodylus palustris,crocodylidae,crocodylus,3.46,208.3,subadult,unknown,20-09-2010,nepal,marshes,vulnerable,brian cox,agreement executive must assume others series finally necessary.
660,west african crocodile,crocodylus suchus,crocodylidae,crocodylus,1.58,48.3,juvenile,unknown,18-08-2020,senegal,rivers,least concern,amanda adams,north nor so animal fire want across ground executive huge crime sell rise wind.
661,west african dwarf crocodile,osteolaemus tetraspis,crocodylidae,osteolaemus,0.23,4.4,hatchling,male,02-12-2016,guinea,small streams,vulnerable,anne russell,big space change onto him only system face.
662,new guinea crocodile,crocodylus novaeguineae,crocodylidae,crocodylus,0.71,30.5,juvenile,male,29-06-2013,papua new guinea,lakes,least concern,joel mcclure,well discuss democratic race cell.
663,west african dwarf crocodile,osteolaemus tetraspis,crocodylidae,osteolaemus,1.24,15.1,adult,female,16-05-2017,liberia,forest swamps,vulnerable,wendy mason,prepare us game size fund growth task issue.
664,orinoco crocodile,crocodylus intermedius,crocodylidae,crocodylus,4.02,441.0,adult,unknown,04-05-2018,colombia,flooded savannas,critically endangered,patricia hughes,young parent when note yes best.
665,siamese crocodile,crocodylus siamensis,crocodylidae,crocodylus,2.06,74.5,adult,male,07-08-2025,laos,oxbow lakes,critically endangered,randall collins,material lawyer college fast attention office.
666,borneo crocodile (disputed),crocodylus raninus,crocodylidae,crocodylus,3.25,174.0,adult,male,06-11-2011,indonesia (borneo),estuarine systems,data deficient,benjamin page,election list eight theory practice cell buy notice always teacher husband tax true can.
667,new guinea crocodile,crocodylus novaeguineae,crocodylidae,crocodylus,3.38,161.3,adult,male,04-09-2021,indonesia (papua),rivers,least concern,ryan crane,base including late theory yard amount within arm so record night choice black.
668,nile crocodile,crocodylus niloticus,crocodylidae,crocodylus,4.29,647.7,adult,unknown,19-10-2007,south africa,rivers,least concern,kelly nash,hold left behavior letter politics too let.
669,nile crocodile,crocodylus niloticus,crocodylidae,crocodylus,4.18,571.8,adult,unknown,05-05-2020,nigeria,rivers,least concern,nicholas lowery,should current forget fish you main reduce live everything although choose like policy floor.
670,orinoco crocodile,crocodylus intermedius,crocodylidae,crocodylus,3.98,357.4,adult,unknown,04-12-2012,venezuela,flooded savannas,critically endangered,kyle james,smile without degree deep age serve institution edge compare center event bank them.
671,west african crocodile,crocodylus suchus,crocodylidae,crocodylus,2.56,130.6,adult,male,05-07-2011,niger,lakes,least concern,jason lewis,contain approach time investment white father cup walk loss.
672,siamese crocodile,crocodylus siamensis,crocodylidae,crocodylus,2.29,88.8,adult,unknown,25-07-2016,cambodia,swamps,critically endangered,rachel sheppard,great realize home act situation others back property pattern food worry voice sea say.
673,saltwater crocodile,crocodylus porosus,crocodylidae,crocodylus,5.05,624.1,adult,male,07-01-2014,indonesia,estuaries,least concern,chris ellis,material first society purpose enjoy.
674,borneo crocodile (disputed),crocodylus raninus,crocodylidae,crocodylus,2.39,94.9,subadult,male,23-07-2015,malaysia (borneo),estuarine systems,data deficient,virginia harding,plant police official already second could recent.
675,hall's new guinea crocodile,crocodylus halli,crocodylidae,crocodylus,2.58,91.1,subadult,unknown,14-06-2009,papua new guinea,freshwater wetlands,least concern,lindsay robinson,weight will officer add sport administration to maybe.
676,saltwater crocodile,crocodylus porosus,crocodylidae,crocodylus,4.51,642.3,adult,unknown,18-12-2010,australia,coastal wetlands,least concern,melissa banks,increase goal stock international wind from unit learn health need class job expect process quite.
677,congo dwarf crocodile,osteolaemus osborni,crocodylidae,osteolaemus,1.38,22.7,subadult,female,13-12-2007,congo (drc),forest swamps,data deficient,michaela pace,yet south billion power.
678,cuban crocodile,crocodylus rhombifer,crocodylidae,crocodylus,2.95,147.2,subadult,female,09-10-2015,cuba,swamps,critically endangered,jennifer crawford,until between know ok allow face inside development lawyer high crime light buy whose trial include star region.
679,american crocodile,crocodylus acutus,crocodylidae,crocodylus,4.18,311.2,adult,female,21-09-2020,cuba,brackish rivers,vulnerable,adrienne brooks,medical environment probably film total training pull.
680,central african slender-snouted crocodile,mecistops leptorhynchus,crocodylidae,mecistops,2.51,103.1,adult,unknown,09-02-2019,congo basin countries,forest rivers,endangered,terry johnson,check hear stage star outside.
681,morelet's crocodile,crocodylus moreletii,crocodylidae,crocodylus,1.05,35.0,juvenile,unknown,31-07-2014,guatemala,swamps,least concern,tyler haney,new hot pattern hotel appear use investment vote hospital.
682,morelet's crocodile,crocodylus moreletii,crocodylidae,crocodylus,0.17,26.0,hatchling,unknown,19-03-2012,mexico,rivers,least concern,jennifer flores,join between song mean place six successful physical employee need.
683,siamese crocodile,crocodylus siamensis,crocodylidae,crocodylus,0.43,33.8,hatchling,female,01-02-2013,laos,oxbow lakes,critically endangered,christina davis,activity show check peace myself win occur agent safe work play sing cost present develop create.
684,hall's new guinea crocodile,crocodylus halli,crocodylidae,crocodylus,2.53,80.7,adult,unknown,13-09-2007,papua new guinea,freshwater wetlands,least concern,molly roman,side process ever various physical point often billion learn.
685,west african slender-snouted crocodile,mecistops cataphractus,crocodylidae,mecistops,2.58,115.4,adult,male,14-11-2007,sierra leone,swamps,critically endangered,ashley campbell,behavior management guess stuff hospital make against available where baby reach.
686,siamese crocodile,crocodylus siamensis,crocodylidae,crocodylus,2.59,107.9,subadult,female,09-07-2006,vietnam,swamps,critically endangered,erik odonnell,conference act condition note parent all wish year low pass national.
687,west african dwarf crocodile,osteolaemus tetraspis,crocodylidae,osteolaemus,1.29,14.1,adult,male,12-08-2021,côte d'ivoire,small streams,vulnerable,patrick house,paper movie military set describe half together ahead catch base reality.
688,west african dwarf crocodile,osteolaemus tetraspis,crocodylidae,osteolaemus,0.43,5.0,juvenile,unknown,14-03-2005,ghana,small streams,vulnerable,donald gonzalez,give necessary family seat many mention hundred cover common.
689,west african dwarf crocodile,osteolaemus tetraspis,crocodylidae,osteolaemus,0.69,6.4,juvenile,unknown,28-04-2008,liberia,forest swamps,vulnerable,stacy campbell,bill soldier onto close day reveal item land others even five.
690,saltwater crocodile,crocodylus porosus,crocodylidae,crocodylus,4.76,638.5,subadult,male,28-10-2020,philippines,tidal rivers,least concern,james gonzalez,hear plan ask cold almost memory only fall.
691,borneo crocodile (disputed),crocodylus raninus,crocodylidae,crocodylus,0.53,34.2,hatchling,unknown,22-05-2007,malaysia (borneo),estuarine systems,data deficient,maria sanford,huge boy speak investment control early democrat he certain fire act read response degree.
692,philippine crocodile,crocodylus mindorensis,crocodylidae,crocodylus,1.3,30.7,juvenile,female,07-02-2007,philippines,freshwater marshes,critically endangered,erica hall,history own money bill everyone part third teacher.
693,orinoco crocodile,crocodylus intermedius,crocodylidae,crocodylus,4.35,472.1,adult,female,01-06-2020,venezuela,large rivers,critically endangered,steven fisher,fish floor culture sort material wrong instead buy commercial.
694,american crocodile,crocodylus acutus,crocodylidae,crocodylus,2.24,97.0,juvenile,male,23-06-2013,colombia,coastal lagoons,vulnerable,james ray,adult situation office above left capital.
695,nile crocodile,crocodylus niloticus,crocodylidae,crocodylus,2.46,198.5,juvenile,male,04-10-2022,kenya,marshes,least concern,amanda ferguson,although population attorney believe sort rich ever send.
696,philippine crocodile,crocodylus mindorensis,crocodylidae,crocodylus,1.68,45.9,subadult,female,28-01-2019,philippines,freshwater marshes,critically endangered,justin edwards,another fear worker management political treat successful visit.
697,morelet's crocodile,crocodylus moreletii,crocodylidae,crocodylus,2.89,134.6,subadult,unknown,31-10-2024,guatemala,swamps,least concern,danny petersen,black follow reach job color course total hard total writer.
698,orinoco crocodile,crocodylus intermedius,crocodylidae,crocodylus,0.34,98.1,hatchling,female,14-06-2018,venezuela,flooded savannas,critically endangered,shawna green,book water avoid forget partner.
699,freshwater crocodile (johnstone's),crocodylus johnstoni,crocodylidae,crocodylus,2.36,69.6,adult,male,11-09-2022,australia,freshwater rivers,least concern,debra jackson,on build floor challenge once sure.
700,new guinea crocodile,crocodylus novaeguineae,crocodylidae,crocodylus,1.3,42.3,juvenile,male,11-01-2007,indonesia (papua),lakes,least concern,mallory barnett,month official product with focus room difficult enough fast bar.
701,west african crocodile,crocodylus suchus,crocodylidae,crocodylus,2.64,131.0,adult,male,29-12-2022,senegal,rivers,least concern,shelley keller,reason avoid manager defense provide life his maintain future sport.
702,borneo crocodile (disputed),crocodylus raninus,crocodylidae,crocodylus,1.92,62.6,juvenile,unknown,14-03-2023,indonesia (borneo),rivers,data deficient,kayla edwards,remain pretty summer black candidate true history laugh.
703,hall's new guinea crocodile,crocodylus halli,crocodylidae,crocodylus,2.47,99.3,adult,male,10-06-2025,papua new guinea,rivers,least concern,christina ross,everyone clearly film thank possible.
704,freshwater crocodile (johnstone's),crocodylus johnstoni,crocodylidae,crocodylus,0.81,24.1,juvenile,male,09-08-2020,australia,billabongs,least concern,shawn mcgee,admit leave environment live most.
705,borneo crocodile (disputed),crocodylus raninus,crocodylidae,crocodylus,2.67,125.1,adult,male,18-04-2008,malaysia (borneo),rivers,data deficient,bryan pierce,issue character maybe meet apply evening best.
706,mugger crocodile (marsh crocodile),crocodylus palustris,crocodylidae,crocodylus,2.9,158.9,adult,female,19-07-2015,pakistan,reservoirs,vulnerable,monique henderson,country computer every parent million body anyone eat book boy time offer.
